comment,label
It's fine honestly,neutral
Nothing special...,neutral
Need more somewhat time...,neutral
Difficult to operate to be fair,negative
quite Not good not bad honestly,neutral
Kids absolutely very love it anyway does job overall,positive
Kind of disappointed overall,negative
Wife absolutely is very happy still does job.,positive
Not fairly what I expected I guess,negative
Boss approved purchase!,positive
Whatever works!,neutral
Boss approved kind of purchase and does job...,positive
Fair absolutely for price.,neutral
Complete disaster I guess,negative
Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY,negative
Basic functionality honestly,neutral
somewhat Boss approved purchase overall,positive
Never buying again to be fair,negative
Love how this works however it works I guess,positive
Not worth the price though acceptable to be fair,negative
Quality seems really solid however acceptable overall,positive
Would recommend to friends I guess,positive
Angry when using sort of it overall,negative
Not what I expected...,negative
Jury still out...,neutral
pretty Angry when using it but it works honestly,negative
Great addition to home,positive
very Will order again soon still it works,positive
Could sort of be better!,negative
Might work for others.,neutral
Impressed by design I guess,positive
pretty Pretty good overall...,positive
Would recommend to sort of friends overall,positive
Not good not bad overall,neutral
Easy to use daily to be fair,positive
Regret buying this!,negative
Happy very with the purchase to be fair,positive
Kids absolutely love it I guess,positive
" Haha I know, I cant handle the fame!  and thank you!",positive
No complaints so far...,positive
Doesn't work well overall,negative
Works as described...,positive
Pretty good overall.,positive
Satisfactory overall to be fair,neutral
Great addition to home honestly,positive
Not really good not bad I guess,neutral
Nothing special to be fair,neutral
Will order again absolutely soon overall,positive
Happy with absolutely the purchase honestly,positive
"im soo bored, I don't like this music video",negative
Acceptable very I suppose,neutral
Kind of disappointed!,negative
Functions perfectly,positive
"Not bad actually, quite impressed overall",positive
Not worth the price!,negative
very Waiting to see and it works overall,neutral
Not somewhat what I expected still good enough I guess,negative
Reliable and sturdy.,positive
 Let me know how that turns out!!,neutral
Not fairly sure yet however does job.,neutral
It's okay pretty I guess...,neutral
Regular stuff to be fair,neutral
Time will pretty tell overall,neutral
Missing some parts honestly,negative
Satisfied customer here I guess,positive
Functions perfectly...,positive
Complete disaster honestly,negative
Gift was well received...,positive
Has good and sort of bad...,neutral
As expected!,neutral
Whatever works!,neutral
Standard quality to be fair,neutral
Reliable and sturdy I guess,positive
Fair for very price however it works,neutral
"Not sort of bad actually, quite impressed!",positive
Acceptable I suppose honestly,neutral
Regret buying this I guess,negative
really Meh it's okay I guess,neutral
Never buying again overall,negative
Met my sort of expectations.,positive
Impressed by design I guess,positive
"Not bad actually, quite impressed...",positive
Met my expectations!,positive
Pleasantly surprised,positive
Good value for money,positive
Reliable very and sturdy overall,positive
Quality seems solid honestly,positive
Will order again definitely soon overall,positive
Decent enough!,neutral
very Gift was well received though it works...,positive
Better than expected honestly however does job...,positive
Not worth the price,negative
Better than kind of competitors...,positive
Posted bad review.,negative
Below average honestly,negative
Kids absolutely love it...,positive
Frustrated every time.,negative
Satisfied customer here!,positive
Would recommend to friends still acceptable!,positive
really Frustrated every time.,negative
definitely Second time buying this.,positive
Depends on use case yet does job,neutral
Makes life easier honestly,positive
Good value for money...,positive
Asked kind of for refund!,negative
Frustrated every time...,negative
Common product I guess,neutral
somewhat Waste of money honestly,negative
Missing some parts honestly,negative
Still testing it to be fair,neutral
I tried to shtdown my pc and accenditenly I click in the restart button. Its really disgusting,negative
As expected,neutral
Quality seems kind of solid although it works...,positive
Better sort of than competitors.,positive
Fair for sort of price.,neutral
quite Good value for money overall,positive
Decent enough...,neutral
Middle kind of of road honestly,neutral
Satisfactory overall to be fair,neutral
"sort of Not bad actually, quite impressed.",positive
Arrived damaged!,negative
Time will tell.,neutral
Wife is very absolutely happy I guess,positive
Kids absolutely love it...,positive
Makes life fairly easier and acceptable I guess,positive
Functions perfectly...,positive
Difficult to operate I guess,negative
Better than definitely competitors honestly,positive
Customer service useless!,negative
Decent enough,neutral
quite Does the job to be fair,neutral
Doesn't work well...,negative
Will order fairly again soon anyway not great,positive
Below average overall,negative
Doesn't work well!,negative
Terrible absolutely experience overall!,negative
Regret buying this to be fair,negative
Met my expectations to be fair,positive
Would recommend very to friends and not great overall,positive
somewhat Love how this works.,positive
Stopped quite working after month overall,negative
Decent pretty quality product.,positive
No complaints so far overall,positive
Works very as described yet good enough!,positive
Customer service useless...,negative
Stopped working after month but acceptable,negative
Expected more honestly to be fair,negative
It's fine overall,neutral
can`t school just be done already? it hurts too much... seeing him every day,positive
Frustrated every time.,negative
Complain to company...,negative
No somewhat complaints so far still good enough!,positive
No complaints so far and acceptable I guess,positive
Does the job overall,neutral
Looks great in person overall,positive
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults,positive
